OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL1,SOL_CAL2,SOL_CAL3,SOL_CAL4,SOL_CAL5,SOL_CAL6,SOL_CAL7,SOL_CAL8,SOL_CAL9,SOL_CAL10,SOL_PH1,SOL_PH2,SOL_PH3,SOL_PH4,SOL_PH5,SOL_PH6,SOL_PH7,SOL_PH8,SOL_PH9,SOL_PH10
9397,0,0,9397,0,0,2,C,,0.5,0.5,2,300,1.458337286,0.106267832,42,0.863,17.4,31.6,51,5.8,0.227356617,0.13826935,0,700,1.426087286,0.103186141,49.16026742,0.863,17.7,29.9,52.4,10,0.227589868,0.137119398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9402,0,0,9402,0,0,2,C,,0.5,0.5,2,300,1.457130377,0.045284827,72,0.652,18.6,46.4,35,12.8,0.221297947,0.105554319,0,700,1.424880377,0.045383717,87.32909323,0.652,18.6,44.4,37,9.4,0.221935229,0.102834641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9405,0,0,9405,0,0,2,C,,0.5,0.5,1,300,1.387558449,0.128513089,76,0.87,9,12,79,10,0.248593681,0.121014788,0,700,1.355308449,0.183918077,126.1196978,0.87,10,11,79,17,0.247270445,0.126682406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9416,0,0,9416,0,0,2,C,600,0.5,0.5,3,300,1.381433886,0.125469695,68,1.386,36.3,31.8,31.9,14.2,0.210028946,0.123917639,0,700,1.349183886,0.219525298,129.3619822,1.386,22.8,15,12.2,8.1,0.212372828,0.153615918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9417,0,0,9417,0,0,2,C,600,0.5,0.5,3,300,1.389293125,0.120721516,46,1.444,31.6,33.1,35.3,15.9,0.212978354,0.131644082,0,700,1.357043125,0.186531628,69.67985927,1.444,13.5,9.8,6.7,1.4,0.214176853,0.135486086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9420,0,0,9420,0,0,2,C,600,0.5,0.5,2,300,1.552336306,0.140772729,26,1.37,22.2,37,40.8,14.7,0.21999994,0.15456577,0,700,1.520086306,0.125443213,35.85955589,1.37,10.6,19.1,20.3,7.7,0.22015492,0.151489601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,0,0,9475,0,0,2,C,,0.5,0.5,2,300,1.421950162,0.118594557,46,0.46,25,41,34,7,0.217084566,0.132764045,0,700,1.389700162,0.119199255,60.61209252,0.46,23,34,43,8,0.220781753,0.129157928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9498,0,0,9498,0,0,2,C,,0.5,0.5,2,300,1.320514021,0.10930239,46,1.101,21.8,35,43.2,9.9,0.221174769,0.132796644,0,700,1.288264021,0.099529617,58.58524902,1.101,25.3,32.5,42.2,13.3,0.218468419,0.130804662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9530,0,0,9530,0,0,2,C,800,0.5,0.5,2,300,1.479104862,0.053885667,62,2.171,19.3,37.8,42.9,10.4,0.221887237,0.11853387,0,700,1.446854862,0.064752724,74.01383176,2.171,19.6,33.7,46.7,14.7,0.22283007,0.125026044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9532,0,0,9532,0,0,2,C,,0.5,0.5,1,300,1.474212568,0.136175881,30,0.751,9.7,14.1,76.2,10,0.246486152,0.142789221,0,700,1.441962568,0.137385013,37.4037907,0.751,13.5,15.2,71.3,11.4,0.239497995,0.140595065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9562,0,0,9562,0,0,2,C,,0.5,0.5,2,300,1.472870954,0.126990619,37,0.776,21.6,42.1,36.3,5.4,0.21961623,0.139915912,0,700,1.440620954,0.130094684,51.31815931,0.776,24.5,40.9,34.6,8.5,0.217332205,0.134999798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9586,0,0,9586,0,0,2,C,600,0.5,0.5,2,300,1.510171537,0.144020698,20,0.783,21.9,37.4,40.7,5.2,0.220657087,0.154041848,0,700,1.477921537,0.141103932,23.66295551,0.783,27.6,34.9,37.5,5.5,0.216088992,0.152728921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9673,0,0,9673,0,0,2,C,,0.5,0.5,2,300,1.21128827,0.106677113,37,0.61,18.6,47,34.4,13.2,0.221145265,0.135143058,0,700,1.17903827,0.099055644,44.44704213,0.61,19,45.4,35.6,10,0.221259318,0.13386401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9674,0,0,9674,0,0,2,C,,0.5,0.5,2,300,1.398050695,0.118023976,51,4.51,20,43.9,36.1,16.1,0.217505269,0.130198203,0,700,1.365800695,0.199766669,86.14517276,4.51,20.1,41.5,38.4,11.1,0.218058268,0.134230614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9676,0,0,9676,0,0,2,C,400,0.5,0.5,2,300,1.373869126,0.044037273,66,1.292,23.2,34.6,42.2,15.8,0.219760239,0.12077482,0,700,1.341619126,0.279140392,62.69975077,1.292,10,13.8,16.2,3.8,0.218985348,0.136349501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9677,0,0,9677,0,0,2,C,,0.5,0.5,1,300,1.312020592,0.099101513,59,1.519,8.9,17.5,73.6,19.9,0.244786961,0.129225345,0,700,1.279770592,0.225655392,120.468284,1.519,0,0,0,0,0.21597172,0.141959273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9680,0,0,9680,0,0,2,C,400,0.5,0.5,2,300,1.145771429,0.103097845,29,2.298,21.2,32.8,46,8.85,0.221356754,0.13764703,0,700,1.113521429,0.091904486,36.55395328,2.298,5.8,8.15,11.05,2.15,0.21772681,0.134960002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9681,0,0,9681,0,0,2,C,,0.5,0.5,2,300,1.214350448,0.10296678,43,6.9925,20.5,47.75,31.75,5.5,0.214308215,0.132959447,0,700,1.182100448,0.100272494,55.71113647,6.9925,21.25,44.5,34.25,9.25,0.214576292,0.130018357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9682,0,0,9682,0,0,2,B,400,0.5,0.5,2,300,1.396898821,0.125939394,102,4.4185,21.7,41.4,36.9,6.45,0.216895519,0.112404026,0,700,1.364648821,0.123231516,115.5470165,4.4185,24.55,38.65,36.8,9.6,0.215403984,0.110320758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9686,0,0,9686,0,0,2,C,,0.5,0.5,3,300,1.533876268,0.130950377,29,1.302,52.4,26.5,21.1,17.2,0.202640453,0.151263646,0,700,1.501626268,0.131741658,36.1065274,1.302,55.3,24.9,19.8,13.4,0.201667464,0.148839345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9690,0,0,9690,0,0,2,C,400,0.5,0.5,2,300,1.535318338,0.127279217,30,0.5205,21.95,38.05,40,7.15,0.220637831,0.151055227,0,700,1.503068338,0.129412529,38.32681492,0.5205,24.4,36.7,38.9,8.25,0.218659715,0.148035625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9692,0,0,9692,0,0,2,C,400,0.5,0.5,2,300,1.552987276,0.138486455,26,0.5155,21.45,36.5,42.05,7.75,0.221594572,0.155144214,0,700,1.520737276,0.133901238,33.83781889,0.5155,24.65,35.2,40.15,7.15,0.218814328,0.151847688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9694,0,0,9694,0,0,2,C,600,0.5,0.5,2,300,1.315074649,0.107656403,55,0.458,23.6,40.6,35.8,4,0.218424325,0.129861023,0,700,1.282824649,0.143659575,80.13433682,0.458,25.2,37,37.8,5,0.217895763,0.128498574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9697,0,0,9697,0,0,2,C,400,0.5,0.5,2,300,1.486862202,0.128606694,35,2.2515,22.1,35.35,42.55,10.05,0.219826499,0.142330772,0,700,1.454612202,0.132995531,45.10938315,2.2515,16,23,31,6.8,0.220147945,0.138810382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9699,0,0,9699,0,0,2,C,800,0.5,0.5,2,300,1.32487808,0.11698812,46,0.713,22.05,37.75,40.2,8.1,0.220467874,0.132212781,0,700,1.29262808,0.214170404,117.8949433,0.713,26.85,36.7,36.45,9.3,0.216362867,0.134213787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9700,0,0,9700,0,0,2,C,400,0.5,0.5,2,300,1.417274854,0.123651156,42,2.1085,21.25,39.2,39.55,14.8,0.219676138,0.133883962,0,700,1.385024854,0.138361911,63.00896231,2.1085,7.7,9.25,13.05,1.9,0.217959156,0.129920067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9701,0,0,9701,0,0,2,C,,0.5,0.5,2,300,1.380454228,0.126201248,44,1.136,21.55,37.75,40.7,8.75,0.220607044,0.131938933,0,700,1.348204228,0.200444605,74.84373511,1.136,21.85,29.4,33.75,8.05,0.218471911,0.139591384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9702,0,0,9702,0,0,2,C,600,0.5,0.5,2,300,1.414022716,0.135553073,62,1.4535,23.1,39.25,37.65,12.55,0.218502851,0.125584759,0,700,1.381772716,0.157500269,83.8671949,1.4535,11.5,18.65,14.85,3.3,0.217668724,0.126499737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9703,0,0,9703,0,0,2,C,600,0.5,0.5,2,300,1.414022716,0.135553073,62,1.161,35.9,35.6,28.5,9.55,0.209839934,0.125584759,0,700,1.381772716,0.157500269,83.8671949,1.161,28.1,26.25,20.65,6.35,0.212138964,0.126499737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9704,0,0,9704,0,0,2,C,400,0.5,0.5,2,300,1.407415315,0.129598318,40,1.161,35.9,35.6,28.5,9.55,0.209839934,0.13381992,0,700,1.375165315,0.186516222,65.68029895,1.161,28.1,26.25,20.65,6.35,0.212138964,0.137198772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9705,0,0,9705,0,0,2,C,600,0.5,0.5,2,300,1.427338166,0.133534124,77,1.2135,22.6,40.15,37.25,11.65,0.218894317,0.122864564,0,700,1.395088166,0.136543597,74.19604989,1.2135,14.2,22.75,18.05,5.3,0.217761253,0.124587685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
